1,42,84,126,173,165,214,209,201,250,280,310,352,398,448,471,476,486,513,552,584,596,631,642,681,733,761,807,850,833,883,908,963,1011,1026,1066,1082,1131,1153,1179,1222,1257,1270,1319,1369,1414,1467,1499,
1,14,5,30,84,139,157,192,235,287,303,352,404,454,455,471,462,477,481,508,546,586,585,623,674,704,756,791,811,817,850,878,930,942,989,1033,1045,1084,1119,1168,1217,1253,1301,1350,1371,1382,1429,1478,1499,
1,53,97,143,148,107,153,186,184,216,263,315,368,410,387,406,461,508,555,597,607,661,711,765,804,812,822,876,931,960,1001,976,1020,1061,1023,1069,1106,1117,1171,1215,1260,1314,1369,1376,1373,1403,1445,1499,
