1,24,142,248,295,271,281,374,430,542,577,679,760,877,936,1038,1103,1201,1094,1117,1086,1186,1295,1382,1499,
1,99,217,320,242,329,436,522,593,680,772,865,927,931,1029,1010,1100,1153,1263,1376,1384,1499,
1,6,101,133,250,362,377,401,504,584,676,781,771,857,958,1063,1047,1140,1183,1295,1335,1357,1255,1277,1375,1492,1499,
