1,0,13,15,30,54,75,96,117,139,165,161,186,201,221,224,248,265,288,264,274,295,315,333,356,381,404,426,443,463,448,473,497,504,518,526,528,553,574,585,610,624,643,667,689,712,719,745,743,767,790,781,806,799,822,831,853,879,904,921,939,960,970,994,1020,1028,1053,1062,1087,1099,1107,1129,1138,1118,1144,1155,1178,1196,1215,1230,1252,1270,1286,1306,1317,1332,1345,1357,1381,1404,1390,1416,1438,1453,1466,1478,1499,
1,0,18,43,53,73,72,82,104,119,133,150,159,185,196,219,242,257,283,297,315,335,326,342,362,360,381,403,416,434,440,451,472,483,507,529,546,570,584,590,592,608,623,619,621,611,627,644,670,692,712,721,734,738,743,760,765,778,804,830,850,870,887,902,919,914,905,927,948,961,974,1000,1019,1043,1067,1092,1106,1130,1151,1176,1187,1174,1200,1224,1242,1267,1247,1258,1284,1301,1325,1320,1334,1358,1382,1379,1367,1393,1411,1429,1452,1478,1499,
1,9,7,14,39,54,74,59,83,86,112,134,154,174,190,214,238,251,276,300,291,304,314,339,352,368,393,417,430,446,447,468,490,513,519,543,555,581,606,594,607,610,634,640,663,685,699,723,727,737,759,767,789,806,831,825,846,870,880,900,919,935,957,958,963,981,996,1003,1027,1051,1039,1065,1078,1094,1086,1093,1115,1139,1160,1166,1191,1213,1228,1253,1271,1286,1308,1310,1322,1341,1359,1384,1397,1381,1374,1394,1417,1437,1462,1484,1499,
