1,125,102,119,169,327,451,612,745,877,1001,1121,1186,1338,1499,
1,148,250,153,285,402,555,564,643,784,869,932,1080,1212,1298,1432,1499,
1,138,220,341,464,421,574,516,677,742,837,818,914,1072,1122,1115,1216,1354,1499,
