1,7,203,403,517,703,905,1028,1174,1319,1499,
1,18,180,36,233,286,470,510,427,432,482,671,872,1031,1142,1310,1499,
1,120,92,154,303,469,293,370,512,708,862,1009,1211,1313,1499,
