1,72,266,425,590,603,631,778,877,1070,1240,1280,1472,1499,
1,81,85,119,286,448,645,739,924,935,1133,1248,1347,1499,
1,193,272,356,410,526,516,691,696,828,987,1140,1205,1327,1499,
