1,30,47,92,219,332,398,522,658,728,821,910,1028,952,1002,1034,1130,1203,1340,1345,1474,1499,
1,55,181,231,270,298,407,379,508,645,754,891,991,1039,1161,1227,1252,1384,1499,
1,88,217,345,453,535,528,544,608,735,704,814,927,1035,1043,1130,1266,1365,1499,
