1482,1452,1361,1141,1062,959,789,762,558,553,458,341,318,300,234,223,202,178,54,3,
1440,1348,1262,1025,991,961,919,881,837,810,725,702,651,624,563,549,472,436,413,386,257,216,174,0,
1482,1396,1328,1281,1247,1225,1213,1180,1054,1048,988,867,804,776,708,702,689,670,631,607,508,434,379,325,295,252,189,182,143,32,
