1,10,190,372,360,431,456,569,686,815,911,1051,1046,1228,1380,1499,
1,103,203,341,333,487,554,654,728,850,1002,1173,1113,1170,1195,1357,1499,
1,30,208,331,477,571,753,935,927,1020,1191,1346,1499,
