1,25,43,36,58,78,91,105,126,128,107,121,141,143,167,173,196,207,229,231,249,248,269,286,302,290,312,326,335,348,361,364,377,397,388,405,429,451,466,464,472,496,514,511,536,549,563,575,597,599,602,606,620,635,624,644,658,665,687,709,730,746,760,779,793,795,787,798,806,823,813,837,853,859,865,881,890,904,929,954,957,975,963,978,997,1015,1040,1058,1067,1088,1113,1130,1140,1150,1175,1172,1177,1191,1215,1231,1255,1262,1283,1301,1321,1336,1347,1363,1369,1390,1405,1418,1437,1460,1474,1499,
1,26,4,29,54,59,80,101,120,128,148,166,178,181,202,223,207,225,244,257,282,304,322,339,356,374,378,399,417,442,453,456,481,503,522,544,566,581,582,606,627,608,616,635,652,676,682,705,706,712,704,721,735,756,750,762,752,768,793,808,832,856,879,877,892,906,923,945,967,983,999,1023,1047,1059,1082,1096,1102,1122,1145,1166,1173,1196,1207,1226,1243,1249,1260,1276,1278,1298,1314,1323,1335,1356,1361,1385,1400,1416,1431,1449,1462,1467,1491,1499,
1,4,27,35,51,46,70,90,104,115,139,147,172,185,208,219,244,259,283,301,305,285,299,310,329,330,345,360,371,385,392,417,434,448,465,481,505,530,552,564,587,588,596,600,609,621,639,648,656,664,684,707,696,714,739,756,771,772,796,821,842,860,883,908,915,931,953,960,983,1008,1021,1000,1022,1043,1048,1070,1091,1095,1114,1130,1133,1158,1179,1188,1213,1235,1215,1231,1247,1271,1279,1291,1296,1315,1325,1349,1371,1395,1420,1436,1447,1462,1481,1499,
