1,15,96,24,80,139,151,195,165,230,216,207,254,333,388,448,527,586,563,615,651,698,782,749,760,739,759,841,905,862,937,1005,973,1028,1086,1113,1136,1179,1199,1251,1318,1375,1420,1499,
1,84,69,136,151,215,258,299,357,333,416,441,483,568,532,590,648,716,786,758,839,920,998,1070,1126,1154,1202,1275,1326,1376,1408,1415,1499,
1,28,79,141,214,285,335,420,502,517,440,521,562,514,593,678,761,845,928,981,1043,1101,1138,1212,1275,1346,1421,1499,
