1,9,126,117,211,323,409,518,545,639,741,745,862,957,1051,1115,1162,1284,1195,1234,1316,1422,1499,
1,123,211,323,206,135,223,142,241,302,357,456,544,661,621,739,787,896,865,952,1065,1180,1288,1309,1431,1499,
1,46,67,92,197,307,401,461,543,548,645,767,790,909,984,1106,1210,1249,1163,1212,1296,1413,1499,
