1,39,86,132,173,155,175,222,245,268,317,362,371,401,449,443,479,472,506,540,583,607,645,687,709,734,784,744,717,746,794,843,883,924,960,947,986,1007,1044,1082,1071,1078,1124,1174,1201,1210,1260,1280,1261,1296,1339,1294,1336,1384,1412,1452,1499,
1,49,38,31,22,66,92,136,188,213,250,285,332,384,424,460,455,453,498,513,533,582,599,634,658,679,704,743,779,813,851,894,929,945,950,1001,1039,1063,1101,1149,1196,1230,1249,1277,1296,1312,1360,1398,1396,1439,1478,1499,
1,15,11,53,105,123,164,178,208,254,217,248,282,323,344,387,412,460,477,511,526,570,611,640,664,705,757,793,807,832,853,905,935,970,991,1020,1052,1084,1130,1140,1191,1201,1221,1259,1283,1329,1381,1427,1471,1499,
