1,32,110,172,239,276,263,337,308,381,416,492,519,552,624,706,748,760,838,906,843,839,868,946,1026,1090,1086,1171,1227,1285,1250,1311,1303,1386,1448,1499,
1,71,104,111,183,144,159,193,235,292,355,424,450,484,563,626,635,721,802,881,934,1005,1078,1123,1202,1241,1288,1345,1428,1499,
1,57,134,205,281,315,382,401,457,510,576,642,596,653,674,747,755,823,806,889,947,990,1027,1012,1095,1135,1082,1126,1163,1226,1300,1379,1460,1499,
