1384,1285,1136,1077,1065,983,938,881,880,861,626,486,468,414,310,77,37,
1096,1087,844,734,714,679,583,500,462,435,409,223,208,21,2,
1466,1363,1321,1266,1214,1031,910,882,729,688,629,467,441,420,385,337,307,271,239,97,70,33,
