1407,1362,1044,1018,944,937,896,876,861,816,782,723,562,494,360,348,297,41,3,
1451,1262,875,786,463,401,293,281,209,153,89,42,
1359,1179,1131,1050,942,874,755,718,649,622,413,361,36,
