1,40,94,134,268,401,450,562,690,752,843,962,1020,1149,1277,1389,1499,
1,132,42,108,233,218,307,413,502,617,676,607,695,716,740,828,956,1071,1183,1222,1322,1388,1499,
1,105,143,271,308,349,452,380,512,599,649,714,745,867,884,1009,1107,1220,1256,1365,1499,
