1,28,45,82,109,153,152,156,203,215,212,256,299,318,362,407,454,450,453,486,529,515,552,587,597,643,677,690,728,736,773,810,827,870,878,907,920,955,951,993,1030,1070,1051,1049,1072,1066,1100,1144,1191,1210,1186,1205,1233,1266,1263,1291,1307,1328,1368,1392,1437,1447,1475,1499,
1,8,24,49,87,116,133,158,204,229,232,255,270,309,353,324,364,382,413,441,467,491,456,485,516,535,579,588,603,646,656,689,683,711,756,800,824,866,829,851,880,916,954,964,1009,1025,1060,1062,1101,1139,1162,1189,1168,1215,1261,1301,1340,1351,1378,1422,1459,1499,
1,25,63,97,128,163,173,138,174,203,249,259,300,339,347,354,389,377,418,430,465,503,499,546,585,560,593,620,621,634,666,678,692,706,745,778,819,856,881,928,941,966,998,1008,1049,1055,1088,1133,1170,1213,1255,1276,1308,1343,1382,1414,1459,1499,
