1,71,139,194,202,274,311,365,323,402,470,535,560,602,678,690,744,791,849,888,909,963,1041,1085,1142,1096,1140,1181,1214,1292,1219,1273,1335,1380,1446,1499,
1,26,34,61,70,78,54,76,145,202,239,317,379,356,425,460,527,595,630,703,776,821,853,908,881,958,1003,1049,1114,1167,1173,1210,1281,1257,1326,1317,1367,1384,1385,1440,1499,
1,49,69,92,153,230,301,259,338,403,455,510,567,622,634,700,771,825,872,945,1000,1019,1088,1096,1141,1133,1174,1188,1259,1319,1351,1412,1479,1499,
