1,23,97,76,89,213,312,429,590,497,499,636,622,770,888,999,1156,1311,1410,1499,
1,57,129,266,290,396,488,391,446,605,694,737,860,980,1118,1155,1268,1373,1499,
1,149,242,320,397,315,386,438,579,605,736,876,948,865,1023,1135,1256,1396,1499,
