1448,1406,1235,1205,1076,963,732,659,575,343,266,251,244,223,88,
1452,1403,1280,1165,1040,984,904,857,758,695,680,620,597,487,429,364,343,335,265,123,88,44,42,
1326,1294,1247,1230,1168,1145,1061,1041,909,866,861,823,781,755,686,643,595,452,443,384,328,316,267,193,102,
