1,74,45,44,154,224,214,300,407,423,527,566,605,623,698,768,799,812,886,960,1074,1159,1255,1254,1268,1310,1362,1391,1499,
1,109,102,205,314,430,545,561,645,710,611,665,703,749,783,870,978,1084,1199,1285,1398,1499,
1,86,131,198,233,290,363,469,464,506,552,568,595,678,780,877,944,915,984,990,1093,1199,1289,1330,1396,1499,
