1,31,47,114,162,232,283,308,327,376,367,395,440,504,562,558,587,657,687,662,702,774,839,872,882,889,961,967,1019,1048,1115,1178,1221,1227,1288,1359,1399,1463,1499,
1,45,36,71,137,204,263,335,374,419,457,515,502,547,618,596,614,636,689,744,755,795,862,921,944,961,1021,1077,1119,1179,1222,1186,1204,1253,1317,1375,1441,1499,
1,57,35,36,15,86,112,159,175,236,273,330,295,349,422,477,450,476,512,526,584,652,709,736,789,794,786,850,909,978,973,1030,1059,1053,1092,1165,1226,1296,1365,1350,1375,1447,1499,
