1,14,108,183,251,325,429,386,417,514,602,558,614,613,718,740,768,750,852,918,932,1019,1087,1175,1142,1128,1210,1299,1385,1499,
1,32,80,189,268,350,423,451,550,653,751,856,892,876,982,921,1006,1060,1109,1159,1251,1338,1389,1499,
1,85,194,287,314,372,312,382,463,556,613,651,735,760,842,901,1000,1089,1174,1238,1287,1350,1401,1499,
