1,70,28,86,26,89,193,103,182,292,401,440,397,488,537,620,727,850,919,1043,1121,1198,1326,1425,1499,
1,50,128,34,154,181,242,290,399,342,358,466,548,552,665,752,681,776,798,911,1005,1114,1062,1188,1269,1376,1499,
1,73,95,144,217,288,372,466,518,560,639,727,846,804,875,938,1067,1138,1233,1284,1404,1499,
