1,56,137,130,248,304,445,448,585,708,681,671,757,736,857,993,1069,1182,1300,1394,1499,
1,75,151,90,176,301,323,374,503,583,602,688,809,866,932,1033,1073,1138,1285,1380,1499,
1,125,54,76,204,134,94,91,225,288,321,463,374,399,512,650,780,813,947,987,1084,1190,1235,1358,1499,
