1,128,261,423,548,507,644,769,787,846,808,971,882,920,1045,1170,1326,1499,
1,122,248,376,526,699,693,803,785,850,988,981,1012,1182,1282,1336,1499,
1,154,190,191,350,517,369,378,474,566,561,609,593,736,908,1040,993,1159,1330,1499,
