1,45,90,172,213,248,283,379,427,505,601,582,672,620,697,757,847,913,968,1068,1172,1227,1270,1366,1396,1499,
1,17,108,134,166,256,355,440,515,429,509,529,601,651,736,802,884,930,896,1000,1101,1135,1228,1322,1386,1404,1499,
1,21,48,146,242,316,307,374,434,477,557,505,511,519,442,516,598,696,641,744,754,817,858,923,997,1091,1156,1249,1318,1357,1356,1441,1499,
