1,120,103,217,354,220,305,371,345,428,506,597,730,701,794,714,843,833,965,1076,1177,1313,1447,1499,
1,130,256,354,383,326,423,475,482,524,664,762,900,950,1086,1218,1263,1400,1499,
1,99,82,123,185,279,363,389,514,602,644,780,833,973,966,1038,1178,1280,1369,1499,
