1,37,3,40,67,103,134,168,197,231,230,240,245,262,298,312,337,372,376,388,405,430,419,455,482,506,539,569,581,612,617,642,672,637,666,700,726,748,783,791,823,843,874,887,889,914,937,935,946,980,1004,1023,1048,1073,1094,1125,1160,1189,1211,1247,1258,1286,1319,1354,1377,1415,1405,1434,1471,1499,
1,32,41,79,99,117,88,116,141,171,178,209,247,275,305,300,298,330,347,354,361,397,417,424,460,474,502,492,525,530,533,554,581,619,635,629,655,638,661,694,688,723,738,761,786,792,820,849,875,903,904,915,926,959,943,979,986,997,1034,1050,1080,1114,1139,1158,1192,1218,1228,1223,1251,1269,1300,1327,1340,1353,1385,1373,1392,1423,1428,1466,1499,
1,4,11,30,42,77,74,64,102,137,166,194,223,212,204,234,230,255,258,294,330,364,379,391,411,448,477,515,522,555,583,553,588,575,608,642,675,701,730,761,760,777,780,816,841,836,854,863,898,919,956,947,980,1006,1002,1040,1029,1060,1089,1094,1131,1164,1199,1189,1221,1258,1272,1296,1319,1348,1362,1379,1380,1409,1443,1465,1499,
