1,5,9,22,42,74,111,79,118,139,134,151,141,179,199,203,231,228,261,283,305,344,363,383,416,432,452,485,517,481,508,546,541,579,597,623,655,681,686,693,716,754,791,825,855,890,924,914,950,988,1020,1044,1050,1057,1087,1114,1134,1172,1204,1209,1246,1275,1296,1319,1345,1376,1394,1416,1431,1436,1462,1499,
1,18,22,49,65,97,133,162,184,211,219,257,254,291,313,352,366,396,406,412,418,457,495,525,532,571,600,635,663,699,711,719,720,739,760,774,783,810,821,816,839,858,896,933,966,992,1029,1058,1075,1096,1134,1128,1129,1152,1180,1201,1222,1259,1274,1294,1333,1349,1376,1398,1430,1447,1482,1499,
1,18,53,77,95,92,103,133,167,199,223,230,254,291,321,356,371,380,412,448,479,512,521,553,589,616,642,676,679,710,730,766,799,824,855,882,895,912,949,963,984,977,994,1028,1066,1077,1115,1145,1183,1215,1242,1272,1292,1291,1322,1359,1350,1388,1398,1408,1445,1481,1499,
