1,43,79,128,157,145,189,230,276,282,332,334,381,417,464,507,542,562,613,655,691,724,764,800,809,837,872,921,952,990,1022,1062,1110,1155,1204,1243,1273,1294,1287,1309,1295,1331,1361,1409,1447,1458,1499,
1,29,51,91,99,150,133,172,219,257,258,307,312,343,386,410,374,419,443,474,486,532,583,631,653,646,648,698,718,743,771,803,846,895,945,946,965,995,982,1030,1076,1078,1123,1136,1174,1218,1199,1238,1239,1286,1325,1364,1355,1395,1400,1445,1489,1499,
1,47,51,76,99,149,156,202,241,249,276,299,311,356,372,415,459,447,483,518,558,606,615,590,631,633,667,716,767,813,854,903,905,956,959,1002,1037,1031,1050,1066,1105,1129,1146,1193,1198,1212,1259,1271,1285,1277,1312,1356,1381,1432,1407,1424,1425,1462,1499,
