1,56,77,182,105,128,229,290,376,373,436,524,593,596,612,590,700,698,712,747,857,887,967,1006,1031,1109,1160,1080,1087,1193,1298,1397,1499,
1,34,14,76,38,145,166,106,179,233,326,298,361,364,469,531,615,662,764,855,814,847,933,957,1031,1104,1138,1246,1322,1404,1499,
1,79,183,269,317,230,340,445,547,644,735,784,879,960,944,1043,1008,1098,1151,1210,1302,1394,1499,
