1,113,257,71,135,209,222,382,591,639,670,716,610,631,789,916,1119,1210,1176,1341,1499,
1,187,404,576,749,781,970,1142,1189,1254,1412,1499,
1,107,292,493,687,632,789,867,1088,1247,1432,1499,
