1,64,110,138,262,179,283,408,478,531,429,532,654,715,794,889,839,951,1049,1164,1254,1306,1383,1499,
1,64,34,50,113,21,129,219,287,374,471,547,652,768,763,831,927,1015,1108,1159,1188,1150,1267,1371,1398,1499,
1,54,154,144,211,193,306,423,461,542,665,765,828,939,967,991,942,962,1075,1093,1191,1202,1323,1431,1499,
