1,99,189,324,335,457,447,546,645,722,718,800,891,919,1006,1107,1241,1329,1299,1376,1499,
1,38,129,47,152,182,227,192,324,457,554,649,652,755,805,886,1001,1129,1101,1217,1293,1398,1499,
1,38,119,219,262,340,431,488,592,600,618,709,825,867,995,1101,1170,1285,1416,1499,
