1,11,14,41,68,108,130,164,182,216,246,254,290,313,326,364,389,427,459,495,531,560,586,601,608,644,665,677,704,739,730,748,766,767,802,832,843,861,900,933,934,973,969,1001,1033,1051,1091,1111,1095,1129,1164,1160,1181,1210,1243,1281,1313,1328,1362,1379,1417,1424,1462,1499,
1,36,33,72,113,135,142,134,152,158,161,196,231,267,306,343,340,344,369,401,434,422,463,499,522,560,595,636,664,698,728,738,753,792,809,848,881,892,918,942,978,998,1031,1065,1098,1087,1082,1112,1144,1167,1202,1238,1221,1204,1232,1263,1302,1337,1366,1368,1387,1414,1401,1409,1421,1462,1499,
1,6,23,51,69,73,90,112,144,146,162,200,231,240,249,262,300,341,368,374,358,396,433,470,497,506,545,575,601,637,666,695,694,713,718,742,769,777,786,780,820,854,894,928,944,947,965,1005,1024,1041,1079,1096,1057,1098,1131,1152,1176,1203,1238,1265,1246,1256,1250,1284,1306,1326,1360,1365,1346,1385,1410,1400,1431,1469,1499,
