1453,1416,1371,1305,1268,1207,1199,1193,1107,1061,1049,1018,1002,912,777,714,694,659,587,549,456,403,315,302,235,206,150,98,5,2,
1443,1436,1301,1247,1241,1207,1187,1160,1111,937,913,886,871,847,843,821,814,786,732,724,693,689,679,596,568,527,357,256,249,210,181,143,127,50,
1357,1326,1220,896,769,761,633,622,549,368,358,335,309,300,239,118,
