1,18,9,22,39,56,73,72,86,99,118,116,133,134,154,171,172,191,205,222,229,243,256,261,248,265,274,290,309,318,330,350,333,353,370,388,403,421,415,435,446,464,475,494,512,524,530,549,568,584,580,595,613,607,623,636,655,672,675,681,679,695,709,724,727,732,742,751,745,753,760,770,784,789,809,822,839,858,877,897,906,925,940,949,964,984,994,1013,1018,1037,1050,1067,1086,1081,1094,1093,1077,1090,1110,1102,1117,1111,1130,1150,1151,1161,1181,1198,1214,1203,1213,1211,1230,1250,1263,1281,1286,1297,1316,1334,1335,1342,1351,1358,1376,1374,1392,1403,1415,1425,1441,1445,1456,1475,1486,1499,
1,19,26,46,53,71,84,91,94,107,123,131,136,156,159,171,163,183,195,209,220,240,233,244,258,257,275,267,285,295,301,318,335,349,367,386,398,418,406,402,415,434,438,457,471,474,485,502,498,513,532,527,526,543,551,564,579,596,611,624,634,649,653,671,688,702,722,738,758,760,777,785,796,805,817,835,838,853,871,878,890,893,903,918,925,939,938,954,961,977,989,997,1017,1018,1021,1040,1056,1063,1081,1092,1107,1108,1126,1146,1158,1177,1187,1201,1218,1219,1225,1244,1259,1267,1250,1269,1268,1279,1293,1311,1322,1339,1352,1362,1375,1389,1405,1420,1428,1447,1430,1440,1460,1472,1481,1499,
1,6,16,36,48,64,79,98,110,129,147,154,163,160,172,181,200,214,232,235,243,252,261,279,293,305,322,341,346,349,364,381,395,406,417,430,450,460,473,486,498,511,525,535,550,560,578,596,589,604,622,619,634,645,657,677,695,700,717,723,732,746,760,771,781,797,811,812,825,838,849,869,857,877,881,898,917,912,916,923,942,960,962,976,994,993,1007,1011,1023,1038,1056,1073,1087,1100,1108,1121,1140,1158,1161,1181,1195,1208,1210,1223,1237,1236,1252,1261,1280,1262,1269,1274,1292,1303,1316,1326,1342,1355,1362,1382,1392,1391,1404,1421,1441,1459,1470,1482,1499,
