1,18,56,113,126,187,207,251,245,279,343,377,420,456,518,543,608,552,618,626,689,723,782,791,767,818,875,906,937,996,963,1016,1068,1048,1095,1077,1121,1126,1179,1210,1273,1333,1330,1395,1450,1499,
1,43,29,82,127,146,204,181,234,300,352,408,432,454,510,564,624,640,614,649,712,777,781,811,867,861,871,917,896,911,969,1031,1092,1158,1143,1206,1216,1227,1290,1328,1382,1410,1468,1499,
1,29,93,42,77,138,198,211,266,331,383,406,462,474,512,576,562,617,680,731,759,819,855,830,879,937,875,933,972,1022,1088,1130,1164,1218,1258,1275,1225,1242,1251,1210,1267,1325,1350,1417,1484,1499,
