1,19,40,26,44,58,59,75,88,101,119,127,136,144,157,176,183,203,225,232,234,235,246,244,264,283,303,319,327,342,348,362,366,382,394,414,402,421,426,420,430,452,472,489,493,503,517,513,526,544,562,561,583,590,607,619,615,635,649,670,677,698,712,723,742,750,771,789,805,798,802,820,840,853,865,885,891,869,883,903,923,939,954,975,979,1000,1021,1039,1058,1076,1096,1118,1113,1127,1135,1144,1148,1168,1188,1197,1201,1217,1231,1248,1269,1284,1301,1323,1345,1356,1371,1388,1410,1420,1423,1441,1463,1485,1499,
1,11,23,42,49,56,71,85,86,97,111,131,138,160,174,192,207,220,238,241,262,276,293,312,315,332,346,364,372,391,405,426,429,437,456,458,467,485,496,495,511,532,546,566,577,590,604,620,638,642,653,649,670,675,678,686,694,716,696,713,721,730,738,740,753,767,787,783,797,818,830,848,864,873,892,914,917,925,944,936,951,949,958,969,988,987,985,1007,1008,1021,1042,1060,1078,1100,1117,1125,1124,1145,1167,1170,1189,1203,1209,1227,1234,1254,1263,1281,1299,1317,1325,1344,1364,1372,1394,1380,1397,1412,1430,1442,1456,1472,1487,1499,
1,9,26,40,60,81,80,96,97,117,129,136,131,144,160,182,200,199,221,241,257,277,296,274,293,315,336,349,353,357,366,381,403,409,394,414,419,437,452,469,474,484,503,522,533,554,568,588,603,614,613,634,639,653,671,693,689,691,698,714,728,735,755,774,792,781,803,814,835,851,871,889,906,911,932,935,955,965,981,1002,990,1005,1020,1034,1048,1055,1076,1087,1108,1123,1125,1133,1154,1175,1189,1196,1215,1223,1240,1260,1268,1286,1303,1319,1311,1320,1337,1355,1376,1392,1402,1414,1435,1454,1450,1462,1466,1481,1499,
