1,4,3,11,24,31,44,41,56,70,76,81,97,113,129,134,143,153,162,177,185,195,207,216,227,242,257,267,281,292,307,304,297,312,327,337,350,359,348,362,360,373,384,393,406,411,416,428,443,447,457,468,480,496,494,502,515,527,532,546,556,571,562,578,587,602,610,624,632,636,650,660,667,681,682,695,709,714,725,723,735,750,765,772,783,782,788,803,819,816,832,844,859,860,870,861,869,884,876,892,904,896,906,920,928,938,937,947,944,958,971,982,997,1006,1020,1018,1025,1037,1050,1044,1057,1065,1081,1097,1102,1107,1115,1130,1132,1146,1151,1167,1180,1194,1210,1223,1228,1239,1242,1258,1270,1278,1291,1295,1306,1311,1322,1333,1346,1349,1357,1364,1362,1374,1388,1395,1410,1409,1407,1423,1433,1439,1454,1466,1475,1489,1499,
1,17,32,36,52,42,58,66,75,83,95,89,103,112,121,137,142,156,153,157,171,174,189,198,213,209,224,238,254,269,283,281,287,302,306,293,307,321,333,343,356,369,377,380,386,402,405,412,401,408,423,439,455,465,463,478,494,501,515,518,533,544,557,572,583,598,604,619,633,646,658,665,666,669,680,694,700,716,728,742,752,759,775,784,791,786,802,814,822,825,835,848,852,866,882,875,880,892,908,924,930,942,947,955,966,978,990,992,1003,1009,1018,1034,1044,1049,1061,1074,1082,1091,1102,1114,1123,1132,1142,1154,1170,1185,1192,1199,1212,1217,1232,1244,1252,1256,1268,1262,1270,1280,1292,1293,1309,1312,1326,1335,1349,1354,1370,1373,1380,1390,1391,1398,1407,1419,1432,1442,1454,1451,1465,1471,1485,1499,
1,5,18,28,39,36,52,62,78,84,86,94,101,115,125,133,137,147,163,178,190,199,200,205,216,231,245,261,276,291,305,309,324,333,348,364,361,373,386,400,411,418,422,424,413,427,440,452,468,474,486,490,506,519,520,530,539,545,561,567,582,598,610,626,635,622,638,650,649,659,671,684,692,705,713,725,718,732,748,764,755,771,778,787,801,811,826,836,841,846,855,867,882,874,886,889,893,905,919,921,937,949,942,951,966,979,986,1002,1007,1019,1025,1032,1039,1047,1057,1050,1064,1078,1087,1102,1106,1118,1132,1131,1144,1160,1169,1181,1179,1192,1208,1209,1216,1231,1241,1257,1268,1277,1287,1301,1308,1309,1320,1335,1343,1356,1361,1359,1375,1386,1395,1411,1413,1414,1427,1438,1454,1455,1464,1474,1489,1499,
