1406,1386,1321,1288,1182,1171,1141,1080,1060,1006,766,760,653,612,582,430,404,360,255,141,119,105,85,83,7,
1450,1416,1298,1249,1211,1128,1084,1050,1010,1000,724,539,385,372,190,113,99,48,39,
1387,1193,887,825,814,638,630,414,381,300,282,149,98,
