1,11,41,68,97,108,149,157,189,226,209,210,247,272,314,339,345,370,400,415,422,457,464,468,474,501,544,546,567,606,641,683,713,731,742,781,810,844,867,907,934,977,1006,1048,1056,1089,1094,1132,1173,1202,1193,1226,1247,1269,1299,1330,1356,1326,1363,1400,1433,1476,1499,
1,19,9,23,64,86,84,85,124,166,156,196,238,268,306,295,314,347,364,338,366,391,405,439,464,466,503,541,576,615,644,645,673,709,727,752,780,747,784,802,842,878,875,906,945,981,1000,1026,1025,1068,1067,1078,1085,1111,1137,1175,1143,1184,1206,1241,1248,1233,1215,1257,1294,1333,1323,1344,1365,1392,1435,1464,1499,
1,29,66,108,126,157,176,193,219,245,252,269,307,321,363,396,428,462,487,519,551,553,596,619,661,666,684,698,676,709,737,748,785,826,832,874,887,916,954,938,945,984,1024,1059,1098,1112,1140,1151,1183,1223,1246,1277,1313,1349,1391,1371,1409,1419,1437,1457,1499,
