1,76,69,207,268,407,409,538,637,792,928,895,1037,1045,1131,1177,1154,1259,1350,1499,
1,22,146,293,177,264,401,488,558,714,839,986,991,1070,1220,1269,1349,1499,
1,22,88,104,220,311,463,584,571,699,824,748,861,942,1092,1176,1217,1371,1499,
