1,104,179,119,176,274,291,361,429,532,611,697,729,811,907,994,1032,1118,1181,1244,1288,1345,1375,1388,1435,1499,
1,104,157,250,329,400,469,533,582,632,596,674,745,782,888,985,1080,1133,1212,1289,1391,1415,1499,
1,102,158,117,128,229,318,265,350,415,497,573,561,605,625,694,773,814,914,923,1027,1107,1197,1252,1308,1319,1418,1499,
