1,39,74,115,152,159,196,211,220,262,269,293,334,361,368,358,400,409,441,465,483,478,509,546,523,565,574,602,640,674,672,697,676,700,735,777,819,837,853,831,834,841,877,892,886,890,927,945,981,1018,1059,1069,1054,1058,1098,1113,1154,1188,1228,1208,1235,1275,1306,1304,1318,1322,1327,1369,1407,1418,1451,1485,1499,
1,4,43,70,58,71,105,135,171,205,237,219,253,273,315,333,352,367,387,429,410,418,449,458,496,500,539,575,614,655,690,682,711,748,750,790,822,863,898,940,947,937,973,994,1033,1062,1088,1126,1133,1132,1167,1158,1180,1220,1255,1235,1275,1293,1291,1328,1318,1325,1343,1379,1421,1461,1499,
1,2,8,4,14,55,79,119,143,162,194,230,240,248,252,291,323,362,402,428,433,450,464,504,521,559,596,614,634,675,699,722,742,782,816,841,878,920,917,936,960,987,1025,1035,1077,1096,1134,1173,1158,1160,1192,1182,1202,1244,1266,1303,1320,1361,1372,1376,1389,1417,1442,1470,1499,
