1,51,140,209,271,227,255,343,424,413,488,537,626,701,690,721,757,848,936,859,839,854,930,950,1029,1117,1167,1095,1135,1219,1302,1382,1423,1499,
1,49,103,142,224,312,373,418,434,404,407,461,474,522,444,532,564,620,678,725,714,765,808,837,864,946,1008,1081,1170,1234,1293,1347,1434,1499,
1,42,113,160,243,330,351,359,413,501,590,638,547,523,520,583,524,572,575,579,636,686,767,815,887,899,929,992,1069,1159,1237,1307,1337,1428,1499,
