1,24,36,52,101,184,248,340,362,441,348,417,485,583,638,673,755,851,942,1026,1101,1178,1205,1300,1372,1408,1499,
1,54,140,240,277,356,433,474,508,595,624,692,781,787,842,886,919,1010,1076,1162,1241,1271,1340,1437,1499,
1,5,60,14,18,35,2,94,180,258,336,364,415,498,606,549,584,644,706,808,854,929,961,992,1098,1180,1277,1360,1465,1499,
