1,27,80,134,176,206,266,263,295,329,376,430,479,522,520,560,620,678,735,745,721,773,785,844,907,878,918,948,998,994,997,1060,1070,1069,1120,1153,1214,1268,1300,1311,1360,1415,1444,1499,
1,4,26,41,101,159,174,215,235,262,280,329,387,407,436,481,520,477,539,554,591,648,687,726,761,797,842,900,955,968,1029,971,1020,1081,1141,1197,1257,1319,1377,1438,1499,
1,35,19,18,78,96,150,195,239,301,351,393,452,497,551,571,629,620,672,683,706,756,800,831,820,882,941,1003,1035,977,984,1007,1061,1055,1085,1148,1194,1239,1288,1327,1377,1437,1499,
