1,128,103,248,205,367,329,491,566,720,804,932,999,1093,1221,1284,1334,1451,1499,
1,28,190,79,137,182,240,365,466,546,470,555,625,624,620,746,859,920,1072,1225,1373,1499,
1,147,277,382,525,673,751,879,892,734,897,1034,999,1018,1087,1189,1175,1286,1360,1499,
