1,78,125,109,195,245,250,334,354,447,545,555,652,624,671,761,844,775,889,975,1009,967,1075,1186,1253,1326,1322,1426,1499,
1,4,104,26,59,46,155,258,352,422,365,424,540,655,776,880,1002,1022,1125,1104,1218,1232,1314,1391,1499,
1,35,48,171,225,327,248,346,459,545,552,666,757,845,889,835,958,1079,1135,1176,1209,1308,1397,1499,
