1,20,123,221,389,283,424,406,306,378,501,498,372,517,652,719,867,959,1099,1246,1410,1499,
1,41,71,7,161,273,329,440,580,673,826,977,1048,1120,1278,1415,1499,
1,67,185,341,391,528,689,861,881,1009,968,1098,1241,1384,1499,
