1,49,94,137,189,220,243,290,319,346,362,410,358,407,418,448,493,498,546,542,528,536,584,636,687,710,717,765,784,820,855,874,911,962,998,997,1015,1030,1010,1023,1068,1113,1119,1123,1175,1226,1193,1234,1238,1292,1328,1369,1377,1410,1459,1499,
1,20,57,65,74,91,87,127,178,228,274,277,318,327,379,429,472,525,556,542,579,628,649,698,717,748,791,833,852,900,947,1001,1055,1022,1044,1094,1107,1105,1138,1174,1198,1238,1271,1297,1334,1369,1379,1428,1459,1499,
1,7,54,37,62,94,106,154,148,189,159,198,252,285,266,300,348,401,454,467,520,566,574,622,675,690,739,768,802,843,851,876,907,960,1003,1056,1095,1062,1116,1170,1219,1246,1220,1269,1318,1343,1337,1369,1417,1460,1499,
