1,14,22,29,40,54,68,73,86,84,94,108,113,119,127,140,143,155,160,174,177,178,175,188,194,203,217,225,227,238,252,262,271,269,274,284,294,300,312,323,328,330,340,354,360,372,384,396,403,417,431,438,452,459,472,483,497,506,519,531,538,540,548,561,564,578,584,585,595,600,614,616,626,640,649,657,665,673,682,694,708,720,731,733,743,739,751,759,773,767,778,790,789,801,806,809,823,835,848,841,855,851,862,864,875,882,894,906,911,920,933,941,949,961,975,987,1000,1013,1025,1026,1039,1050,1061,1070,1076,1086,1098,1110,1121,1133,1132,1146,1152,1161,1175,1186,1189,1199,1211,1224,1228,1227,1239,1247,1261,1270,1284,1289,1297,1304,1318,1327,1335,1349,1358,1370,1384,1394,1407,1421,1433,1442,1456,1454,1468,1482,1492,1499,
1,15,23,35,37,45,54,64,65,71,82,90,97,107,112,106,110,120,133,146,157,153,166,177,187,194,204,211,222,232,243,257,254,264,278,277,290,293,302,306,313,315,327,341,353,362,376,382,395,402,416,424,431,441,446,456,461,470,481,493,499,509,516,522,535,532,529,541,547,546,553,558,570,583,589,587,596,609,613,625,631,641,654,658,668,682,696,706,709,714,716,729,742,756,767,777,788,775,784,794,805,815,822,829,842,841,834,845,848,861,858,864,878,888,893,897,904,912,917,930,942,946,959,964,963,974,977,982,993,1002,1012,1023,1036,1047,1056,1060,1072,1083,1085,1089,1095,1100,1108,1121,1126,1139,1150,1158,1172,1165,1177,1180,1189,1203,1199,1213,1211,1220,1223,1227,1233,1236,1250,1260,1270,1281,1284,1297,1309,1319,1326,1336,1342,1345,1356,1369,1370,1384,1395,1409,1412,1422,1435,1434,1437,1444,1453,1466,1478,1485,1499,
1,7,12,19,33,43,45,54,67,69,81,91,101,114,112,122,125,138,152,165,156,167,180,175,183,197,209,223,231,242,256,266,264,267,271,279,286,293,305,317,325,337,341,355,349,362,372,380,371,384,390,402,415,425,434,440,453,457,461,472,486,499,512,523,535,524,536,549,562,576,580,590,603,617,631,620,632,645,654,653,662,658,667,680,679,686,700,710,717,731,725,736,750,764,776,786,797,808,795,798,812,825,838,847,848,857,870,882,883,888,898,912,913,926,932,945,952,955,965,970,981,991,997,1011,1014,1026,1031,1045,1058,1064,1076,1078,1092,1102,1109,1122,1132,1140,1133,1147,1161,1174,1177,1172,1185,1196,1205,1217,1227,1241,1251,1246,1257,1271,1283,1289,1300,1309,1323,1320,1329,1341,1348,1356,1370,1365,1378,1386,1387,1398,1411,1417,1422,1435,1447,1458,1468,1481,1490,1499,
