1,139,257,404,306,430,556,672,770,909,979,1101,1175,1331,1499,
1,123,267,380,365,418,533,594,674,791,812,872,923,1065,1130,1284,1423,1499,
1,11,73,62,204,344,401,448,616,769,825,936,823,875,838,899,972,1059,1196,1230,1246,1274,1437,1499,
