1,34,132,168,119,217,287,365,421,482,540,546,619,670,761,860,855,955,1007,1030,1101,1194,1178,1274,1299,1399,1499,
1,3,41,117,170,126,162,187,287,326,402,442,506,462,504,554,640,712,806,850,945,1047,1129,1230,1279,1376,1350,1433,1499,
1,21,96,70,166,253,338,365,356,435,534,591,615,711,800,863,949,1015,1084,1171,1082,1179,1156,1246,1298,1370,1471,1499,
