1454,1362,1348,1275,1245,1231,1218,1164,1124,1112,1079,1062,972,903,874,872,744,708,585,434,303,302,143,0,
1315,1254,1224,1195,1172,1123,1094,871,736,718,658,640,510,480,319,286,213,98,
1418,1402,1388,1380,1361,1318,1096,1017,934,835,777,676,536,477,395,378,366,347,133,87,29,20,0,
