1,8,32,53,81,94,120,119,145,161,163,185,207,229,235,259,274,282,302,315,341,353,380,405,430,440,455,480,488,511,514,540,563,582,601,607,620,641,632,657,681,689,717,719,743,765,783,792,819,828,856,871,892,904,917,940,961,982,991,1009,1000,998,1025,1053,1057,1074,1095,1104,1093,1102,1082,1110,1136,1144,1156,1180,1207,1234,1233,1261,1289,1310,1324,1351,1345,1370,1380,1407,1431,1448,1455,1482,1499,
1,15,21,39,65,93,104,129,149,153,178,190,209,201,217,245,261,265,274,296,320,315,336,361,385,397,413,438,460,487,498,525,552,568,573,585,603,626,637,652,679,706,716,700,711,727,755,768,783,784,801,827,840,860,868,892,915,929,952,955,971,993,1021,1018,1041,1067,1086,1110,1128,1148,1162,1180,1200,1205,1228,1230,1249,1267,1294,1315,1297,1310,1326,1349,1372,1389,1384,1406,1432,1450,1478,1499,
1,24,51,69,90,114,121,137,123,127,155,148,167,172,200,204,227,250,256,274,301,326,338,351,368,382,408,419,447,438,414,440,463,469,461,488,502,530,546,564,585,607,631,653,677,705,732,724,740,756,769,794,821,828,853,880,896,899,927,937,961,977,993,1019,1046,1066,1070,1068,1095,1120,1113,1135,1151,1163,1187,1160,1186,1209,1230,1251,1261,1249,1246,1264,1290,1318,1343,1365,1356,1370,1379,1406,1426,1435,1461,1471,1499,
