1303,1183,1121,953,940,876,843,815,397,228,166,63,17,0,
1381,1308,1257,1182,1141,1083,960,779,775,342,264,204,
1459,1362,1258,1225,1164,1024,822,786,675,611,522,474,468,268,211,70,3,0,
