1,33,219,82,200,333,306,453,553,679,837,972,1048,1218,1399,1499,
1,87,149,333,444,597,726,914,1008,1101,1254,1393,1499,
1,53,173,278,214,323,450,521,636,808,986,864,876,1023,1211,1390,1499,
