1,63,43,112,153,196,258,202,244,308,352,418,465,516,514,565,628,617,668,739,802,796,845,886,946,1005,1035,1089,1153,1221,1269,1308,1376,1444,1499,
1,25,75,124,196,256,270,324,367,435,489,547,592,617,660,682,751,765,830,876,911,949,1015,1082,1101,1164,1200,1242,1277,1280,1322,1383,1434,1499,
1,19,76,132,194,221,274,275,339,369,396,420,481,537,518,587,635,628,573,623,663,698,770,777,836,884,943,937,936,1003,973,947,996,1012,1079,1149,1176,1248,1263,1333,1392,1446,1499,
