1,134,251,384,575,711,646,779,780,810,1007,1138,1326,1499,
1,126,248,254,201,292,338,480,673,764,636,830,939,1146,1337,1499,
1,8,27,119,97,113,255,453,602,638,715,808,793,938,1105,1169,1288,1499,
