1,123,205,308,408,514,635,740,743,867,976,1015,1140,1261,1389,1499,
1,102,127,241,203,316,337,439,523,633,749,701,814,927,1058,1197,1263,1398,1499,
1,58,57,144,173,258,276,365,494,446,574,579,696,817,787,912,988,1126,1224,1362,1499,
